gene_id	gene_biotype	log2FC	qval
PARP1	protein_coding	-0.342725261126185	2.12999666962284e-07
NPY2R	protein_coding	3.34806131803833	2.12999666962284e-07
MSTRG.28922	NA	0.864097003963947	2.12999666962284e-07
HOXB3	protein_coding	1.17411873368535	2.14520375521372e-07
MSTRG.8118	NA	-0.427383295999874	2.14604197821675e-07
PCDH9	protein_coding	0.35599147022253	2.16784297250854e-07
MSTRG.21216	NA	-1.00616936334714	2.17712823553982e-07
MSTRG.27915	NA	1.66211281295138	2.17712823553982e-07
MID1	protein_coding	0.404030883344801	2.26417443123439e-07
ID3	protein_coding	-0.494440221701487	2.29331572101477e-07
CGREF1	protein_coding	-1.32160158223812	2.35282787495322e-07
MSTRG.16424	NA	-0.483221885257603	2.36151621052813e-07
RASD1	protein_coding	2.01725180529717	2.47250179713455e-07
LINC01978	lncRNA	2.15973947680198	2.47250179713455e-07
TMEM237	protein_coding	-0.511693308223919	2.48162045153767e-07
CCL2	protein_coding	0.439940198682764	2.50058935360657e-07
C8orf48	protein_coding	-2.282614434678	2.55360182391591e-07
MSTRG.25473	NA	0.603626264276008	2.55458818802056e-07
MSTRG.25147	NA	0.62187134167037	2.57054799307588e-07
MSTRG.18612	NA	-0.618219975478362	2.57802439302606e-07
LRRC8C	protein_coding	-0.517591191970224	2.58188824214562e-07
YIF1B	protein_coding	-0.383431250340042	2.62399509271195e-07
GDF6	protein_coding	-3.06307529505334	2.66383471641647e-07
HBB	protein_coding	3.04413649477584	2.73354320007661e-07
MSTRG.16842	NA	0.679420283413977	2.75315708699607e-07
ARSD	protein_coding	0.789574490038701	2.76798851734802e-07
FABP5	protein_coding	-0.462981026027715	2.77581103414818e-07
MSTRG.8372	NA	-1.17766050204764	2.83733387721209e-07
CAVIN2	protein_coding	-1.02280371449477	2.83733387721209e-07
RAB10	protein_coding	-0.366904645079189	2.84502972921471e-07
EIF3C	protein_coding	-0.366649303605173	2.91227838136837e-07
PLA2G4A	protein_coding	1.26682746721003	2.92938439396174e-07
PKP2	protein_coding	0.676368856771022	3.0000725237699e-07
STT3B	protein_coding	0.397855908666783	3.0000725237699e-07
SLC25A45	protein_coding	0.835615889694602	3.01304108536573e-07
MSTRG.1224	NA	1.25134043466136	3.02582228217379e-07
NOSTRIN	protein_coding	1.2271216114193	3.10557280742406e-07
OGFRL1	protein_coding	-0.706197310113039	3.18235517734082e-07
MSTRG.17992	NA	-0.552009899519363	3.19892319428038e-07
ENSG00000262050	lncRNA	-1.64884284822361	3.20061509450639e-07
TSPAN10	protein_coding	-1.04152514087627	3.20151910205488e-07
ACTG1	protein_coding	-0.465325056289842	3.20166594580402e-07
MSTRG.8302	NA	1.2820682358635	3.31209805814543e-07
SKP2	protein_coding	-0.417693312584645	3.38651784869132e-07
SNHG19	lncRNA	-0.559382733722837	3.40296023766483e-07
STS	protein_coding	0.658499558534302	3.42662085123952e-07
F5	protein_coding	3.87414710042602	3.46756092017123e-07
NR2F1-AS1	lncRNA	1.02268512718485	3.48413318419997e-07
ENSG00000225680	lncRNA	2.93333440983203	3.50022586543634e-07
CKAP2L	protein_coding	-0.699346020753969	3.54863799293013e-07
RBM26	protein_coding	-0.648102246114108	3.58112019445568e-07
ADI1	protein_coding	-0.443548212614584	3.59065290547534e-07
COPS9	protein_coding	-0.366242323305122	3.59065290547534e-07
MAP3K21	protein_coding	0.385630594966023	3.61090770653185e-07
MSTRG.8855	NA	-0.971926678056378	3.6622404428233e-07
LGALS4	protein_coding	2.03684561704548	3.68264289783431e-07
ZBTB38	protein_coding	-0.465613947082601	3.76114840981804e-07
CASC9	lncRNA	0.935716092618459	3.78406141241872e-07
STIP1	protein_coding	-0.341752109142787	3.78975679207124e-07
LMNA	protein_coding	-0.345215880076765	3.80100371057315e-07
ACP2	protein_coding	0.532598262001328	3.94430827592466e-07
SHTN1	protein_coding	0.397567915342804	3.97447265031195e-07
TMEM158	protein_coding	-1.48911581143594	3.99926870687524e-07
DCLK1	protein_coding	1.27939121367897	4.00513726614595e-07
MSTRG.16295	NA	4.44542315714802	4.05838017096547e-07
NOL10	protein_coding	-0.366775695339286	4.12665300779777e-07
MSTRG.1423	NA	-1.29831301173484	4.13528032321842e-07
MSTRG.24176	NA	-0.634478867495287	4.15095300212597e-07
MSTRG.17321	NA	1.55238886531787	4.15508096297456e-07
PRSS3	protein_coding	2.45569237545014	4.2533551834439e-07
GOLGA8T	protein_coding	-0.966288202007744	4.29064787108093e-07
CRISPLD2	protein_coding	-1.66337812547859	4.33166221291129e-07
MSTRG.24311	NA	2.71114611107175	4.40820524075385e-07
GNB4	protein_coding	-0.701143968131781	4.43062806511353e-07
ACSL5	protein_coding	2.42992973377541	4.51465447270062e-07
RRAGA	protein_coding	-0.375722945235609	4.51465447270062e-07
SLC25A25-AS1	lncRNA	0.553549171314272	4.51465447270062e-07
G2E3	protein_coding	-0.949819671573908	4.6125467687546e-07
BABAM2	protein_coding	-0.432395727891123	4.61451723503229e-07
SHC3	protein_coding	-2.73125280526068	4.63241377787103e-07
EIF4G2	protein_coding	-0.338390110385004	4.63312837921477e-07
PRICKLE1	protein_coding	1.80609682028721	4.7413007373826e-07
TAP2	protein_coding	-0.569955751284142	4.7714102290702e-07
NUP35	protein_coding	-0.436078999509348	4.7714102290702e-07
MSTRG.6230	NA	1.16279720753344	4.83026229400359e-07
MSTRG.28043	NA	0.499641178235803	4.86294934158923e-07
THY1	protein_coding	-1.77463569773836	4.88111137441885e-07
LCNL1	protein_coding	2.52520813806595	5.04421508671279e-07
BMERB1	protein_coding	-1.29276486626791	5.06908555285928e-07
MSTRG.11312	NA	2.48165169780907	5.0726284626723e-07
DOCK9	protein_coding	-0.876538756959883	5.08042068861128e-07
DGUOK-AS1	lncRNA	-1.12296795855203	5.14537088104874e-07
ENSG00000267056	processed_pseudogene	2.79583319083992	5.15502281533554e-07
HMGCLL1	protein_coding	-2.25826194055356	5.22685555394956e-07
RHCG	protein_coding	-1.57126355985167	5.2342331696273e-07
UBE2S	protein_coding	-0.403284459151475	5.2342331696273e-07
SFXN3	protein_coding	-0.617742882312927	5.27159350237083e-07
MSTRG.14110	NA	1.13656108272562	5.27159350237083e-07
DGKD	protein_coding	-0.523563558904261	5.28535278341537e-07
MSTRG.8081	NA	0.970448896116589	5.29890568664434e-07
APOBEC3C	protein_coding	-0.468525717410774	5.33274915062811e-07
VIL1	protein_coding	3.35075474179518	5.38031056513575e-07
MSTRG.17924	NA	-0.511730647765446	5.38817538679637e-07
LRRC19	protein_coding	3.1756457017368	5.38817538679637e-07
CAMKK1	protein_coding	-0.463681247361341	5.4313568113302e-07
YRDC	protein_coding	0.462976406013946	5.44171088258154e-07
MCOLN3	protein_coding	0.678433060933295	5.44594432487205e-07
MSTRG.7357	NA	0.427652191297619	5.44594432487205e-07
UBE2F	protein_coding	-0.715187921349711	5.46810609153566e-07
P4HA2	protein_coding	-0.814774269681531	5.53593377741724e-07
KIF12	protein_coding	1.60999341848185	5.56364614541882e-07
DDIT3	protein_coding	0.589130082630929	5.59933779636315e-07
UPP1	protein_coding	-0.492683726412351	5.63159806232916e-07
MSTRG.7228	NA	2.70851165105647	5.64650995430546e-07
MSTRG.13654	NA	0.717849097336935	5.7128538555473e-07
MGARP	protein_coding	-1.62587243627555	5.74617571203943e-07
SLC12A8	protein_coding	-2.19547462432182	5.84386643087743e-07
MSTRG.485	NA	0.831081796849446	5.84656164239829e-07
TLK1	protein_coding	-0.439737230989556	5.86355837149709e-07
DTYMK	protein_coding	-0.373612507377142	5.91489098362851e-07
ENTPD5	protein_coding	0.756505641255845	5.97193701325207e-07
ADAM12	protein_coding	-1.60138709648426	6.04045210667362e-07
MSTRG.1925	NA	0.875726027684758	6.11209104665647e-07
PREP	protein_coding	-0.429724708179831	6.19591553254327e-07
SLC22A18AS	lncRNA	0.928847225624463	6.44201921252669e-07
BMPR2	protein_coding	-0.404971642677881	6.54251180287961e-07
MSTRG.9736	NA	-3.70228692107281	6.56036744179338e-07
MSTRG.29192	NA	0.95446540062995	6.57296895466796e-07
RASGRP1	protein_coding	1.32722609715426	6.57296895466796e-07
DUSP1	protein_coding	-0.786783144184323	6.58599516718462e-07
MSTRG.26782	NA	5.84814606489688	6.60729941967165e-07
MSTRG.1152	NA	0.722876474981517	6.62161376557573e-07
UHRF1	protein_coding	-0.384221294479145	6.80179530387368e-07
TRIM10	protein_coding	2.77979487956868	6.84012834535139e-07
MSTRG.21086	NA	0.629372252637307	6.88984050544322e-07
CYB5A	protein_coding	-0.386338790924243	7.09612150231702e-07
POLR3D	protein_coding	-0.544746128619368	7.09612150231702e-07
CPN1	protein_coding	2.30421237390792	7.13524325078962e-07
SYT13	protein_coding	1.03168786645574	7.23677778685799e-07
RPS19	protein_coding	-0.886225862541295	7.26129663731618e-07
ARRDC3-AS1	lncRNA	1.24142266085328	7.34473938936793e-07
CRYM	protein_coding	1.06381964687401	7.50987786925765e-07
AKT3	protein_coding	-0.513182069186708	7.62195717648133e-07
GGT5	protein_coding	-1.30188796946455	7.63193528002184e-07
NTN4	protein_coding	-1.48125211156031	7.6612428548532e-07
MSTRG.4649	NA	0.401008057012227	7.79506151831074e-07
MSTRG.23819	NA	0.677011600955303	7.89400680407946e-07
CD99	protein_coding	0.38567940627175	7.98955410388757e-07
B4GALT5	protein_coding	0.328971865977554	7.99027452433403e-07
FOXJ3	protein_coding	0.358807485021547	8.13757224250984e-07
MSTRG.27659	NA	1.91099402763223	8.17145988954514e-07
MSTRG.25665	NA	-0.405170793209646	8.32105427361594e-07
EIF4EBP1	protein_coding	-0.52527415375634	8.37849606275187e-07
MSTRG.14545	NA	-0.712337785390575	8.50978208683904e-07
MTLN	protein_coding	-0.503307555545365	8.53571324694282e-07
HISLA	lncRNA	2.28123710170541	8.5378913045986e-07
WDR55	protein_coding	0.379686001632289	8.7571082609589e-07
SH3RF3	protein_coding	-2.60705065835278	8.76667156712663e-07
RRAS	protein_coding	-0.597010553145554	8.8103318889435e-07
SMARCC2	protein_coding	0.4885084663728	8.82228551809195e-07
MSTRG.16475	NA	-0.781410262558046	8.9538919819611e-07
COLCA1	lncRNA	1.67110981992861	8.97785079797734e-07
GFPT1	protein_coding	-0.652328252023368	9.06658472247502e-07
ACY3	protein_coding	1.01985665882055	9.14149515976081e-07
ENSG00000288187	lncRNA	-0.964485221722797	9.28359379367464e-07
MSTRG.22250	NA	0.607038867156723	9.28935422524097e-07
DMKN	protein_coding	-2.13180070552789	9.34643148543046e-07
JMJD6	protein_coding	-0.442635832037158	9.37812149850047e-07
FBLN2	protein_coding	-2.51376624700461	9.61648733060925e-07
LY75	protein_coding	0.987805540630889	9.64146672387886e-07
SOCS2-AS1	lncRNA	-1.06436620219144	9.73555270401052e-07
SLC35F5	protein_coding	-0.559045710368509	9.87038700561322e-07
CORO2B	protein_coding	-0.899136574437316	9.87369399518549e-07
MSTRG.13995	NA	0.982205280741999	9.89446366716523e-07
XRCC5	protein_coding	-0.355035659240298	9.95851241558903e-07
SP100	protein_coding	-0.604694729500081	1.00799947446254e-06
EPAS1	protein_coding	-0.715162497244381	1.01180735909828e-06
DUSP3	protein_coding	0.410336481861184	1.01459224744402e-06
RBMS1	protein_coding	-0.930853893294148	1.01880232700627e-06
MSTRG.7284	NA	-0.969041407260693	1.0241816096621e-06
MPHOSPH10	protein_coding	-0.364246687113618	1.03397320449779e-06
MSTRG.3828	NA	1.16032438733659	1.03401634796665e-06
UGT1A1	protein_coding	0.989113901445133	1.03753343796368e-06
LPAR1	protein_coding	-1.92851713030701	1.04640003892912e-06
LINC01091	lncRNA	1.8475483387453	1.04810086957454e-06
EIF4EBP2	protein_coding	0.339460006547534	1.0498721699689e-06
CCDC80	protein_coding	-1.2769971595916	1.0519671577772e-06
TCEAL4	protein_coding	-0.354420015846306	1.05582704913122e-06
TPBG	protein_coding	-0.413666416928554	1.06045276783261e-06
CDK7	protein_coding	-0.455760848920699	1.07161362851854e-06
ABCC3	protein_coding	0.434616471978216	1.08065448810654e-06
WDR54	protein_coding	-0.555361188662535	1.08139549754802e-06
AKR1B10	protein_coding	0.628727506103954	1.08868632496944e-06
MSTRG.23405	NA	-0.440883708309158	1.09092992765316e-06
ENSG00000290033	lncRNA	1.12429467259033	1.09447628344028e-06
ZNF275	protein_coding	0.426612181704048	1.13881539796134e-06
MSTRG.13061	NA	-1.18074276883482	1.14179997165441e-06
FOSL1	protein_coding	-0.785223234876593	1.14186349526702e-06
MSTRG.18802	NA	-0.467181330073306	1.14225787720264e-06
FBXO48	protein_coding	-0.903619694638875	1.14658140918856e-06
CELSR3	protein_coding	-0.742855244766917	1.16440049664911e-06
NLN	protein_coding	-0.382236510931238	1.16578975258401e-06
MSTRG.23584	NA	-3.04070875483446	1.16966505237066e-06
MSTRG.12680	NA	-0.933666008861114	1.18403000456269e-06
STX11	protein_coding	-2.49876010645952	1.18909661541967e-06
ADGRV1	protein_coding	1.7459670411899	1.2072037494945e-06
ZNF574	protein_coding	-0.403880856403018	1.20764024779699e-06
MSTRG.15588	NA	0.397664903061495	1.22194171907393e-06
MSTRG.29763	NA	-1.13383971802577	1.22508527725105e-06
SMIM31	protein_coding	2.40202424654084	1.23601956339306e-06
MMP7	protein_coding	2.46392761114623	1.23676341725325e-06
COL7A1	protein_coding	-0.79923553729082	1.24162168595441e-06
MSTRG.20094	NA	-0.618232937487655	1.24325893768468e-06
PSMD1	protein_coding	-0.324269248394861	1.25138886918594e-06
EPHA7	protein_coding	-2.89418297177903	1.26037786559386e-06
KIFBP	protein_coding	-0.38628095873717	1.26636634481234e-06
SOX4	protein_coding	0.699837013856024	1.31435555593683e-06
MTHFD2	protein_coding	-0.666582980031728	1.32014610734492e-06
GFPT2	protein_coding	-1.24323698535762	1.3222478148525e-06
MSTRG.10452	NA	-0.72595396195555	1.32355539258067e-06
SCLY	protein_coding	-0.68437484564215	1.32355539258067e-06
TOP1MT	protein_coding	-0.534658337539384	1.32355539258067e-06
AMN1	protein_coding	0.687928607469646	1.3363079234672e-06
MSTRG.18278	NA	-0.377841616552264	1.33632491253116e-06
FANCL	protein_coding	-0.409341121932601	1.34472880725921e-06
LINC02535	lncRNA	1.06668223797895	1.37134482761964e-06
ESAM	protein_coding	-1.5131524847466	1.40118140549857e-06
ENO1	protein_coding	-0.338647507793888	1.40328067600507e-06
PTPN6	protein_coding	0.739419574477038	1.40489165721571e-06
TWIST2	protein_coding	-1.10147322851488	1.4273382778686e-06
MSTRG.28889	NA	1.28845363862562	1.4273382778686e-06
PSAPL1	protein_coding	2.08626754973397	1.4273382778686e-06
FZD2	protein_coding	-0.753820858489976	1.45043223984264e-06
LINC01089	lncRNA	0.561407186819704	1.45574549161751e-06
BANP	protein_coding	-0.726017478201392	1.48831233044056e-06
FAM161A	protein_coding	-0.507604942661012	1.49307382017555e-06
MSTRG.4120	NA	-0.44904336978909	1.51792572786763e-06
SNORC	protein_coding	-1.61059740073661	1.53011830898483e-06
MSTRG.19256	NA	0.695317947898753	1.53264549945137e-06
BIN2	protein_coding	2.74976333496503	1.53559193360319e-06
PLCH1	protein_coding	1.40106041087745	1.53597526385447e-06
MTERF3	protein_coding	-0.487345768515632	1.55338247299848e-06
MYLK	protein_coding	-0.421280016863792	1.56493888283899e-06
MSTRG.3703	NA	0.883800874851251	1.57193309683777e-06
ENSG00000255836	processed_pseudogene	-0.948352152639104	1.57193309683777e-06
MSTRG.24310	NA	2.9726634117141	1.57232983489054e-06
MALL	protein_coding	0.807007735573318	1.57708366770162e-06
RGL1	protein_coding	1.66545982932708	1.59722389121498e-06
SLC15A1	protein_coding	2.9105940751572	1.61404857888469e-06
CXCL1	protein_coding	-0.927680762672457	1.66280286728414e-06
MSTRG.12539	NA	-2.16351906205491	1.66831498784748e-06
ADD2	protein_coding	-0.765520900314128	1.67425927995503e-06
CHD3	protein_coding	0.388892398192195	1.70054163588049e-06
FOLR1	protein_coding	2.97143781389963	1.72538721756985e-06
MBOAT2	protein_coding	-0.641597562920392	1.76028952871515e-06
NTAN1	protein_coding	-0.583669847482824	1.76481447760332e-06
STEAP2	protein_coding	0.964592668743599	1.76987745545753e-06
MSTRG.23696	NA	-0.364752214868744	1.77090752404628e-06
RABEPK	protein_coding	-0.421498786373895	1.78187932859783e-06
MAML2	protein_coding	-0.626128046898003	1.78643778346011e-06
MSTRG.16094	NA	3.08728098442845	1.79172208202713e-06
EPHB3	protein_coding	2.39432924650222	1.79176799989457e-06
MSTRG.27163	NA	0.63215341209509	1.79997810829191e-06
LINC02783	lncRNA	-2.89834114321744	1.80832750971799e-06
TRAK2	protein_coding	-0.59164107311031	1.85252997843071e-06
MSTRG.29345	NA	-0.442204457152132	1.85540488049472e-06
MSTRG.26132	NA	-0.60134453915945	1.88105902375607e-06
MSTRG.1419	NA	-1.08520345666091	1.88313153975793e-06
DEDD2	protein_coding	-0.474771889211458	1.92342612050232e-06
ABCF2-H2BK1	protein_coding	-0.396964999883107	1.93614085982781e-06
HADHA	protein_coding	-0.369937666040249	1.937013691613e-06
LDHA	protein_coding	-0.47460162717499	1.93920762845952e-06
ITGBL1	protein_coding	-2.53266234209267	1.94429864876838e-06
MSTRG.7070	NA	0.444092698504398	1.94491211308793e-06
MSTRG.14688	NA	0.762627731329867	1.94491211308793e-06
C18orf54	protein_coding	-0.711955025318042	1.94920715018302e-06
MSTRG.29232	NA	1.3317529798604	1.96834498982344e-06
MSTRG.3698	NA	-1.3563574174497	1.97397707187279e-06
CFL2	protein_coding	-0.368691469135556	2.00638773208145e-06
CXCL8	protein_coding	0.465668484737867	2.00836953057869e-06
IQGAP3	protein_coding	1.01816101381708	2.05255530761576e-06
MSTRG.19721	NA	0.413155736173284	2.07028333084268e-06
OFD1P1Y	unprocessed_pseudogene	3.59490709511352	2.07628431672705e-06
FZD6	protein_coding	0.364410682016723	2.12465160480251e-06
SIGIRR	protein_coding	-0.525200794796408	2.13772753887446e-06
NFU1	protein_coding	-0.440895323209757	2.16636498875372e-06
MSTRG.3903	NA	-0.445594329957636	2.17976546739032e-06
GATA6	protein_coding	0.898936197101899	2.19085907897683e-06
FHDC1	protein_coding	1.1254406356777	2.19085907897683e-06
C4BPA	protein_coding	1.65232002007888	2.20336485423325e-06
UNC45A	protein_coding	-0.37226993659119	2.2034467312704e-06
SLC19A2	protein_coding	0.442022404363734	2.21077228175052e-06
YBX1	protein_coding	-0.317507745512446	2.21219913092756e-06
TNNC1	protein_coding	1.24280132913943	2.22342249768295e-06
MSTRG.8679	NA	1.13565182959583	2.23134381160467e-06
LINC00511	lncRNA	0.710129439594898	2.25973770906326e-06
ENSG00000258711	lncRNA	-1.55873029659401	2.27069287015054e-06
MSTRG.26788	NA	2.91263739509359	2.28148345891229e-06
HIVEP3	protein_coding	-1.13557353610427	2.28466767950597e-06
RPL23AP7	lncRNA	-0.612570727986476	2.28905511299937e-06
PUS1	protein_coding	-0.439545717737958	2.29542809230582e-06
PLXNB1	protein_coding	1.0350427502281	2.30816555176653e-06
RPS6	protein_coding	-0.338876853557491	2.30901291180213e-06
MSTRG.1765	NA	-1.17396913597557	2.33751123238179e-06
C1orf115	protein_coding	0.442397672742373	2.33751123238179e-06
TEFM	protein_coding	-0.451111588000882	2.34417661524481e-06
CD59	protein_coding	-0.342842523285883	2.40072976164253e-06
ANAPC1	protein_coding	-0.539526394285009	2.40271270571061e-06
PPID	protein_coding	-0.475099742614187	2.42152122084277e-06
RANGAP1	protein_coding	-0.377129815254915	2.42523371238628e-06
RPIA	protein_coding	-0.592135741598178	2.42962568419878e-06
BASP1-AS1	lncRNA	-1.27871716589798	2.42962568419878e-06
MSTRG.29735	NA	-0.667124669242836	2.45222327132791e-06
MSTRG.26335	NA	-0.8747798683179	2.45662757123288e-06
